Profession,Language,Translated Job Description,Translated Resume
Retail Salespersons,no,"Tjene som det primære kontaktpunktet for kunder i detaljhandel. Tilby veiledning om produkter, håndter vareutstillinger og behandle salgstransaksjoner. Ta opp kundenes henvendelser og bekymringer, og sørg for en positiv handleopplevelse. Oppretthold bevisstheten om gjeldende kampanjer og butikkretningslinjer for å gi nøyaktig informasjon.",Jane Smith: 5 års erfaring som Lead Sales Associate hos Prestige Retailers. Økt salget med 15% gjennom personlig kundeengasjement. Opplært og veiledet over 20 nye ansatte. Anerkjent for konsekvent å opprettholde toppprestasjonsstatus og tilby eksepsjonell kundeservice.
Retail Salespersons,fa,به عنوان نقطه تماس اصلی برای مشتریان در محیط خرده فروشی عمل کنید. ارائه راهنمایی در مورد محصولات، مدیریت نمایش کالا و پردازش معامله های فروش. سوالات و نگرانی های مشتری را برطرف کنید و از تجربه خرید مثبت اطمینان حاصل کنید. آگاهی از تبلیغات فعلی و سیاست های فروشگاه را برای ارائه اطلاعات دقیق حفظ کنید.,جین اسمیت: 5 سال تجربه به عنوان مشاور فروش اصلی در خرده فروشان پرستیژ. فروش را 15٪ از طریق تعامل مشتری شخصی افزایش داد. بیش از 20 کارمند جدید را آموزش داده و راهنمایی کرد. به دلیل حفظ مداوم وضعیت برتر و ارائه خدمات استثنایی به مشتری شناخته شده است.
Retail Salespersons,ps,په خرچونې ترتیب کې د پیرودونکو لپاره د اړیکو لومړني نقطه په توګه د محصولاتو په اړه لارښود وړاندیز کړئ، د سوداګرۍ نښودونه اداره کړئ د پیرودونکو پوښتنې او اندیښنې ته اړیکه ونیسئ، د مثبت پی د سمه معلومات چمتو کولو لپاره د اوسنۍ تبلیغاتو او د ذخیره پالیسیو پوهاو,جین سمیت: د 5 کلونو تجربه د پریټیج پرچرولو په توګه د مشر خرڅلاو د پیرودونکو شخصي ښکیلۍ له لارې د 15٪ لخوا پلور د ۲۰ نوي کارمندانو غړو روزل او مشوره ورکړل. په دوامداره توګه د لوړو اظهار حالت ساتلو او د پیرودونکو استث
Retail Salespersons,pl,"Służy jako główny punkt kontaktowy dla klientów w otoczeniu detalicznym. Oferuj wskazówki dotyczące produktów, obsługuj wyświetlacze towarów i przetwarzaj transakcje sprzedaży. Odpowiadaj się na zapytania i wątpliwości klientów, zapewniając pozytywne wrażenia z zakupów. Utrzymuj świadomość aktualnych promocji i zasad sklepów, aby zapewnić dokładne informacje.",Jane Smith: 5 lat doświadczenia jako główny sprzedawca w Prestige Retailers. Zwiększono sprzedaż o 15% dzięki spersonalizowanemu zaangażowaniu klientów. Przeszkolił i mentorował ponad 20 nowych pracowników. Uznany za konsekwentne utrzymywanie statusu najwyższej klasy i zapewnienie wyjątkowej obsługi klienta.
Retail Salespersons,pt,"Sirva como o principal ponto de contato para clientes em um ambiente de varejo. Ofereça orientação sobre produtos, gerencie displays de mercadorias e processe transações de vendas. Atenda às dúvidas e preocupações dos clientes, garantindo uma experiência de compra positiva. Fique atento às promoções atuais e às políticas da loja para fornecer informações precisas.",Jane Smith: 5 anos de experiência como associada líder de vendas na Prestige Retailers. Aumentou as vendas em 15% por meio do engajamento personalizado do cliente. Treinou e orientou mais de 20 novos funcionários. Reconhecida por manter consistentemente o status de melhor desempenho e fornecer um atendimento excepcional ao cliente.
Retail Salespersons,pa,"ਪ੍ਰਚੂਨ ਸੈਟਿੰਗ ਵਿੱਚ ਗਾਹਕਾਂ ਲਈ ਸੰਪਰਕ ਦੇ ਪ੍ਰਾਇਮਰੀ ਬਿੰਦੂ ਵਜੋਂ ਸੇਵਾ ਕਰੋ। ਉਤਪਾਦਾਂ 'ਤੇ ਮਾਰਗਦਰਸ਼ਨ ਦੀ ਪੇਸ਼ਕਸ਼ ਕਰੋ, ਵਪਾਰਕ ਡਿਸਪਲੇ ਨੂੰ ਸੰਭਾਲੋ, ਅਤੇ ਵਿਕਰੀ ਲੈਣ-ਦੇਣ ਇੱਕ ਸਕਾਰਾਤਮਕ ਖਰੀਦਦਾਰੀ ਅਨੁਭਵ ਨੂੰ ਯਕੀਨੀ ਬਣਾਉਂਦੇ ਹੋਏ, ਗਾਹਕਾਂ ਦੀ ਪੁੱਛਗ ਸਹੀ ਜਾਣਕਾਰੀ ਪ੍ਰਦਾਨ ਕਰਨ ਲਈ ਮੌਜੂਦਾ ਤਰੱਕੀਆਂ ਅਤੇ ਸਟੋਰ ਨੀਤੀਆਂ ਬਾਰੇ ਜਾਗਰੂਕਤਾ ਬਣਾਈ ਰੱਖੋ।",ਜੇਨ ਸਮਿਥ: ਪ੍ਰੈਸਟੀਜ ਰਿਟੇਲਰਾਂ ਵਿੱਚ ਲੀਡ ਸੇਲਜ਼ ਐਸੋਸੀਏਟ ਵਜੋਂ 5 ਸਾਲਾਂ ਦਾ ਤਜਰਬ ਵਿਅਕਤੀਗਤ ਗਾਹਕਾਂ ਦੀ ਸ਼ਮੂਲੀਅਤ ਦੁਆਰਾ ਵਿਕਰੀ ਨੂੰ 15% ਵਧਾਇਆ. 20 ਤੋਂ ਵੱਧ ਨਵੇਂ ਸਟਾਫ ਮੈਂਬਰਾਂ ਨੂੰ ਸਿਖਲਾਈ ਅਤੇ ਸਲਾਹ ਦਿੱਤੀ. ਚੋਟੀ ਦੇ ਪ੍ਰਦਰਸ਼ਨ ਕਰਨ ਵਾਲੇ ਦੀ ਸਥਿਤੀ ਨੂੰ ਨਿਰੰਤਰ ਬਣਾਈ ਰੱਖਣ ਅਤੇ ਬੇਮਿਸਾਲ ਗਾਹਕ ਸੇਵਾ ਪ੍ਰਦਾਨ ਕਰਨ
Retail Salespersons,ro,"Serviți ca punct principal de contact pentru clienții într-un cadru de vânzare cu amănuntul. Oferiți îndrumări cu privire la produse, gestionați afișajele de mărfuri și procesați tranzacțiile de vânzare. Abordați întrebările și preocupările clienților, asigurând o experiență pozitivă de cumpărături. Mențineți conștientizarea promoțiilor actuale și a politicilor magazinelor pentru a oferi informații exacte.",Jane Smith: 5 ani de experiență ca asociat principal de vânzări la Prestige Retailers. Creșterea vânzărilor cu 15% prin implicarea personalizată a clienților. Am instruit și mentorat peste 20 de noi membri ai personalului. Recunoscut pentru menținerea constantă a statutului de top performant și furnizarea de servicii excepționale pentru clienți.
Retail Salespersons,ru,"Служите основным контактным лицом для клиентов в розничной торговле. Предоставляйте рекомендации по продуктам, управляйте выставками товаров и обрабатывайте сделки купли-продажи. Отвечайте на запросы и проблемы клиентов, обеспечивая положительные впечатления от покупок. Следите за текущими акциями и правилами магазина, чтобы предоставлять точную информацию.",Джейн Смит: 5-летний опыт работы ведущим торговым консультантом в Prestige Retailers. Увеличила продажи на 15% за счет персонализированного взаимодействия с клиентами. Обучил и наставничал более 20 новых сотрудников. Признан за постоянное поддержание высокого статуса и исключительное обслуживание клиентов.
Retail Salespersons,sr,"Služe kao primarna tačka kontakta za kupce u maloprodajnom okruženju. Ponudite smernice o proizvodima, rukujte prikazima robe i obrađujte prodajne transakcije. Rešite upite i nedoumice kupaca, osiguravajući pozitivno iskustvo kupovine. Održavajte svest o trenutnim promocijama i politikama prodavnica kako biste pružili tačne informacije.",Jane Smith: 5 godina iskustva kao vodeći prodajni saradnik u Prestige Retailers. Povećana prodaja za 15% kroz personalizovano angažovanje kupaca. Obučavao i mentorisao preko 20 novih članova osoblja. Prepoznat po doslednom održavanju statusa vrhunskih performansa i pružanju izuzetne korisničke usluge.
Retail Salespersons,si,"සිල්ලර සැකසුමක ගනුදෙනුකරුවන් සඳහා මූලික සම්බන්ධතා ස්ථානය ලෙස සේවය කරන්න. නිෂ්පාදන පිළිබඳ මාර්ගෝපදේශ ලබා දීම, වෙළඳ භාණ්ඩ ප්රදර්ශන හැසිරවීම සහ විකුණුම් ගනුදෙනු සැකසීම ධනාත්මක සාප්පු සවාරි අත්දැකීමක් සහතික කරමින් පාරිභෝගික විමසීම් සහ උත්සුකයන් විසඳන්න. නිවැරදි තොරතුරු සැපයීම සඳහා වර්තමාන ප්රවර්ධන සහ ගබඩා ප්රතිපත්ති පිළිබඳ දැනුවත්භාවය පවත්වා ගන්න.",ජේන් ස්මිත්: ප්රෙස්ටීජ් සිල්ලර වෙළෙන්දන්ගේ ප්රධාන විකුණුම් සහකරු ලෙස වසර 5 ක අත්දැකීම්. පුද්ගලාරෝපිත පාරිභෝගික සම්බන්ධතාවය හරහා විකුණුම් 15% කින් ඉහළ නැංවීය. නව කාර්ය මණ්ඩල සාමාජිකයින් 20 කට අධික සංඛ්යාවක් පුහුණු කිරීම සහ උපදේශනය කිරීම. ඉහළම රංගන ශිල්පී තත්ත්වය නිරන්තරයෙන් පවත්වා ගැනීම සහ සුවිශේෂී පාරිභෝගික සේවාවක් සැපයීම
Retail Salespersons,sk,"Slúži ako primárny kontaktný bod pre zákazníkov v maloobchodnom prostredí. Ponúkajte pokyny týkajúce sa produktov, spracujte zobrazenia tovaru a spracujte predajné transakcie. Riešite otázky a obavy zákazníkov a zabezpečte pozitívny zážitok z nakupovania. Udržujte informovanosť o aktuálnych propagačných akciách a pravidlách obchodov, aby ste poskytli presné informácie.",Jane Smith: 5-ročné skúsenosti ako vedúci obchodný pracovník v spoločnosti Prestige Retailers. Zvýšený predaj o 15% prostredníctvom personalizovanej angažovanosti zákazníkov. Vyškolili a mentorovali viac ako 20 nových zamestnancov. Uznávaný za dôsledné udržiavanie špičkového stavu a poskytovanie výnimočných služieb zákazníkom.
